name,date,Organism_Name,Isolate,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,GenBank_Title,Collection_Year,source,year
KY977455,6/7/2011,Dengue virus,249388,Orthoflavivirus denguei,1485,GenBank,partial,2,,1,Panama,Panama,,Homo sapiens,,"Dengue virus isolate 249388 envelope protein gene, partial cds",2011,world,1970
MH824752,1/1/2010,Dengue virus,GMI248136-PA2010,Orthoflavivirus denguei,1482,GenBank,partial,,,,Panama,Panama,,Homo sapiens,blood,"Dengue virus isolate GMI248136-PA2010 envelope protein gene, partial cds",2010,world,1970
MH824748,1/1/2014,Dengue virus,GMI255332.PA.2014,Orthoflavivirus denguei,1353,GenBank,partial,,,,Panama,Panama,,Homo sapiens,blood,"Dengue virus isolate GMI255332.PA.2014 envelope protein gene, partial cds",2014,world,1970
MH879239,1/1/2017,dengue virus type I,GMI265588.PA2017,Orthoflavivirus denguei,1575,GenBank,partial,1,,,Panama,Panama,,Homo sapiens,blood,"Dengue virus type I isolate GMI265588.PA2017 polyprotein gene, partial cds",2017,world,1970
MH879234,1/1/2015,dengue virus type I,GMI259188.PA2015,Orthoflavivirus denguei,1575,GenBank,partial,1,,,Panama,Panama,,Homo sapiens,blood,"Dengue virus type I isolate GMI259188.PA2015 polyprotein gene, partial cds",2015,world,1970
MH824790,1/1/2013,Dengue virus,GMI254331-PA2013,Orthoflavivirus denguei,1482,GenBank,partial,,,,Panama,Panama,,Homo sapiens,blood,"Dengue virus isolate GMI254331-PA2013 envelope protein gene, partial cds",2013,world,1970
KT824991,1/1/2012,dengue virus type I,PNG 2012b,Orthoflavivirus denguei,1485,GenBank,partial,1,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type I isolate PNG 2012b envelope protein gene, partial cds",2012,world,1970
KT781530,1/1/2011,Dengue virus type 2,PNG 2011a,Orthoflavivirus denguei,1485,GenBank,partial,2,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type 2 isolate PNG 2011a envelope protein gene, partial cds",2011,world,1970
OL321182,3/5/2016,dengue virus type 2,NCD015,Orthoflavivirus denguei,10635,GenBank,partial,,,1,"Papua New Guinea: NCD, Hohola",Papua New Guinea,,Homo sapiens,blood,"Dengue virus 2 isolate NCD015 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2016,world,1970
KY495801,1/1/2016,dengue virus type I,PNG 2016,Orthoflavivirus denguei,1485,GenBank,partial,1,,1,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type I isolate PNG 2016 envelope protein gene, partial cds",2016,world,1970
JN568270,1/1/2010,Dengue virus type 2,PNG 2010d,Orthoflavivirus denguei,1485,GenBank,partial,2,,1,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus 2 isolate PNG 2010d envelope protein gene, partial cds",2010,world,1970
JN568269,1/1/2010,Dengue virus type 2,PNG 2010c,Orthoflavivirus denguei,1485,GenBank,partial,2,,1,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus 2 isolate PNG 2010c envelope protein gene, partial cds",2010,world,1970
OL321178,3/7/2016,dengue virus type 2,DAR026,Orthoflavivirus denguei,10317,GenBank,partial,,,1,Papua New Guinea: Daru,Papua New Guinea,,Homo sapiens,blood,"Dengue virus 2 isolate DAR026 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",2016,world,1970
KT806314,1/1/2013,Dengue virus type 2,PNG 2013d,Orthoflavivirus denguei,1485,GenBank,partial,2,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type 2 isolate PNG 2013d envelope protein gene, partial cds",2013,world,1970
KU517845,4/23/2013,Dengue virus type 2,PG-CN10-13,Orthoflavivirus denguei,10723,GenBank,complete,,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type 2 isolate PG-CN10-13, complete genome",2013,world,1970
KT758776,1/1/2014,Dengue virus type 3,PNG 2014b,Orthoflavivirus denguei,1479,GenBank,partial,I,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type 3 isolate PNG 2014b envelope protein gene, partial cds",2014,world,1970
KT758785,1/1/2013,Dengue virus type 3,PNG 2013b,Orthoflavivirus denguei,1479,GenBank,partial,I,,,Papua New Guinea,Papua New Guinea,,Homo sapiens,,"Dengue virus type 3 isolate PNG 2013b envelope protein gene, partial cds",2013,world,1970
OQ567849,1/27/2020,dengue virus type 4,DENV-4|PY|NB59|2020-01-27,Orthoflavivirus denguei,9814,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: Asuncion,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB59|2020-01-27 polyprotein (POLY) gene, partial cds",2020,world,1970
OQ567848,3/7/2016,dengue virus type 4,DENV-4|PY|NB57|2016-03-07,Orthoflavivirus denguei,9790,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB57|2016-03-07 polyprotein (POLY) gene, partial cds",2016,world,1970
OP811970,1/28/2020,Dengue virus type 4,PY_2723_2020,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2723_2020 polyprotein (POLY) gene, complete cds",2020,world,1970
KF419412,1/1/2011,Dengue virus type 2,D2PY/AR100/11,Orthoflavivirus denguei,1485,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,,"Dengue virus 2 isolate D2PY/AR100/11 envelope protein gene, partial cds",2011,world,1970
KF419427,1/1/2011,dengue virus type I,D1PY/AS95/11,Orthoflavivirus denguei,1485,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,,"Dengue virus 1 isolate D1PY/AS95/11 envelope protein gene, partial cds",2011,world,1970
OQ567845,4/27/2022,dengue virus type 2,DENV-2|PY|NB67|2022-04-27,Orthoflavivirus denguei,9990,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Capiata,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB67|2022-04-27 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811969,1/15/2020,Dengue virus type 4,PY_2590_2020,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2590_2020 polyprotein (POLY) gene, complete cds",2020,world,1970
OQ567790,1/24/2016,dengue virus type 1,DENV-1|PY|NB34|2016-01-24,Orthoflavivirus denguei,10067,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: San Lorenzo,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB34|2016-01-24 polyprotein (POLY) gene, partial cds",2016,world,1970
OQ567791,2/10/2016,dengue virus type 1,DENV-1|PY|NB35|2016-02-10,Orthoflavivirus denguei,9854,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Asuncion,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB35|2016-02-10 polyprotein (POLY) gene, partial cds",2016,world,1970
MT040686,6/7/2018,dengue virus type I,PY35,Orthoflavivirus denguei,9577,GenBank,partial,V,,,Paraguay: Encarnacion,Paraguay,,Homo sapiens,blood,"Dengue virus type I isolate PY35 polyprotein (POLY) gene, partial cds",2018,world,1970
OQ567807,4/19/2022,dengue virus type 1,DENV-1|PY|NB7|2022-04-19,Orthoflavivirus denguei,9816,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Capitan Bado,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB7|2022-04-19 polyprotein (POLY) gene, partial cds",2022,world,1970
KF419416,1/1/2011,Dengue virus type 2,D2PY/AS55/11,Orthoflavivirus denguei,1485,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,,"Dengue virus 2 isolate D2PY/AS55/11 envelope protein gene, partial cds",2011,world,1970
OQ567826,4/5/2022,dengue virus type 2,DENV-2|PY|NB39|2022-04-05,Orthoflavivirus denguei,9982,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB39|2022-04-05 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567799,4/25/2017,dengue virus type 1,DENV-1|PY|NB45|2017-04-25,Orthoflavivirus denguei,10013,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Tte. Irala Fernandez,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB45|2017-04-25 polyprotein (POLY) gene, partial cds",2017,world,1970
KF419419,1/1/2011,dengue virus type I,D1PY/LU25/11,Orthoflavivirus denguei,1485,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,,"Dengue virus 1 isolate D1PY/LU25/11 envelope protein gene, partial cds",2011,world,1970
OP599754,4/4/2022,dengue virus type 2,DENV2II-PYBC62-2022,Orthoflavivirus denguei,10014,GenBank,partial,Genotype II - Cosmopolitan,,,Paraguay: Limpio,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV2II-PYBC62-2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811948,3/7/2020,Dengue virus type 4,PY_8558_2020,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_8558_2020 polyprotein (POLY) gene, complete cds",2020,world,1970
OP599753,5/18/2022,dengue virus type 2,DENV2II-PYBC54-2022,Orthoflavivirus denguei,9980,GenBank,partial,Genotype II - Cosmopolitan,,,Paraguay: Limpio,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV2II-PYBC54-2022 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567830,4/18/2022,dengue virus type 2,DENV-2|PY|NB45|2022-04-18,Orthoflavivirus denguei,9991,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB45|2022-04-18 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567781,12/18/2015,dengue virus type 1,DENV-1|PY|NB23|2015-12-18,Orthoflavivirus denguei,10071,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Asuncion,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB23|2015-12-18 polyprotein (POLY) gene, partial cds",2015,world,1970
OP811936,6/3/2019,Dengue virus type 4,PY_2212_2019,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2212_2019 polyprotein (POLY) gene, complete cds",2019,world,1970
OQ567836,5/9/2022,dengue virus type 2,DENV-2|PY|NB55|2022-05-09,Orthoflavivirus denguei,9949,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB55|2022-05-09 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567803,3/28/2022,dengue virus type 1,DENV-1|PY|NB3|2022-03-28,Orthoflavivirus denguei,9825,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Capitan Bado,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB3|2022-03-28 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811975,1/30/2020,Dengue virus type 4,PY_2764_2020,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2764_2020 polyprotein (POLY) gene, complete cds",2020,world,1970
OQ567854,2/4/2020,dengue virus type 4,DENV-4|PY|NB64|2020-02-04,Orthoflavivirus denguei,9795,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: Pilar,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB64|2020-02-04 polyprotein (POLY) gene, partial cds",2020,world,1970
OQ567840,6/24/2022,dengue virus type 2,DENV-2|PY|NB59|2022-06-24,Orthoflavivirus denguei,9993,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Repatriacion,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB59|2022-06-24 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811917,5/8/2019,Dengue virus type 4,PY_2124_2019,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2124_2019 polyprotein (POLY) gene, complete cds",2019,world,1970
OP811967,8/20/2019,Dengue virus type 4,PY_2291_2019,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2291_2019 polyprotein (POLY) gene, complete cds",2019,world,1970
OQ567835,5/6/2022,dengue virus type 2,DENV-2|PY|NB52|2022-05-06,Orthoflavivirus denguei,10029,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB52|2022-05-06 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811963,2/28/2019,Dengue virus type 4,PY_2010_2019,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_2010_2019 polyprotein (POLY) gene, complete cds",2019,world,1970
OQ567870,1/17/2020,dengue virus type 4,DENV-4|PY|NB82|2020-01-17,Orthoflavivirus denguei,9892,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: Itagua,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB82|2020-01-17 polyprotein (POLY) gene, partial cds",2020,world,1970
OQ567855,2/7/2020,dengue virus type 4,DENV-4|PY|NB65|2020-02-07,Orthoflavivirus denguei,9852,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: Itaugua,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB65|2020-02-07 polyprotein (POLY) gene, partial cds",2020,world,1970
OQ567866,1/12/2020,dengue virus type 4,DENV-4|PY|NB77|2020-01-12,Orthoflavivirus denguei,9794,GenBank,partial,DENV-4 Genotype II,,1,Paraguay: San Lorenzo,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate DENV-4|PY|NB77|2020-01-12 polyprotein (POLY) gene, partial cds",2020,world,1970
OQ567839,5/29/2022,dengue virus type 2,DENV-2|PY|NB58|2022-05-29,Orthoflavivirus denguei,9980,GenBank,partial,DENV-2 Genotype III - Southern Asian-American,,1,Paraguay: Coronel Oviedo,Paraguay,,Homo sapiens,blood,"Dengue virus type 2 isolate DENV-2|PY|NB58|2022-05-29 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567812,4/20/2022,dengue virus type 1,DENV-1|PY|NB12|2022-04-20,Orthoflavivirus denguei,10110,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Capitan Bado,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB12|2022-04-20 polyprotein (POLY) gene, partial cds",2022,world,1970
OQ567804,4/4/2022,dengue virus type 1,DENV-1|PY|NB4|2022-04-04,Orthoflavivirus denguei,9843,GenBank,partial,DENV-1 Genotype V,,1,Paraguay: Capitan Bado,Paraguay,,Homo sapiens,blood,"Dengue virus type 1 isolate DENV-1|PY|NB4|2022-04-04 polyprotein (POLY) gene, partial cds",2022,world,1970
OP811952,1/3/2020,Dengue virus type 4,PY_8367_2020,Orthoflavivirus denguei,10164,GenBank,partial,,,,Paraguay,Paraguay,,Homo sapiens,blood,"Dengue virus type 4 isolate PY_8367_2020 polyprotein (POLY) gene, complete cds",2020,world,1970
ON123602,9/17/2021,dengue virus type 1,FPY01546/LOR-PER/2021,Orthoflavivirus denguei,10636,GenBank,partial,V,,,Peru,Peru,,,blood,"Dengue virus 1 isolate FPY01546/LOR-PER/2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2021,world,1970
MT379600,11/5/2018,Dengue virus type 2,FA4YU045/PE/2018,Orthoflavivirus denguei,1485,GenBank,partial,,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus type 2 isolate FA4YU045/PE/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
KC294213,4/29/2011,Dengue virus type 2,DENV-2/PE/FPI01851/2011,Orthoflavivirus denguei,10723,GenBank,complete,2,,1,Peru: Iquitos,Peru,,Homo sapiens,,"Dengue virus 2 isolate DENV-2/PE/FPI01851/2011, complete genome",2011,world,1970
KC294217,11/22/2010,Dengue virus type 2,DENV-2/PE/FSL 4862/2010,Orthoflavivirus denguei,10723,GenBank,complete,2,,1,Peru: Yurimaguas,Peru,,Homo sapiens,,"Dengue virus 2 isolate DENV-2/PE/FSL 4862/2010, complete genome",2010,world,1970
ON123643,4/12/2021,dengue virus type 2,FPJ01523/JUN-PER/2021,Orthoflavivirus denguei,10671,GenBank,partial,II - Cosmopolitan,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus 2 isolate FPJ01523/JUN-PER/2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2021,world,1970
JX051792,1/1/2010,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Peru: Loreto,Peru,,Homo sapiens,,"Dengue virus 2 strain FPY016/PER/10 envelope protein gene, partial cds",2010,world,1970
JX051794,1/1/2011,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Peru: Loreto,Peru,,Homo sapiens,,"Dengue virus 2 strain FPI2647/PER/11 envelope protein gene, partial cds",2011,world,1970
JX051796,1/1/2011,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Peru: Madre de Dios,Peru,,Homo sapiens,,"Dengue virus 2 strain FPM152/PER/11 envelope protein gene, partial cds",2011,world,1970
ON123583,8/11/2021,dengue virus type 1,FPJ01586/JUN-PER/2021,Orthoflavivirus denguei,10636,GenBank,partial,V,,,Peru,Peru,,,blood,"Dengue virus 1 isolate FPJ01586/JUN-PER/2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2021,world,1970
MT379589,11/22/2018,Dengue virus type 2,FA4YU081/PE/2018,Orthoflavivirus denguei,1485,GenBank,partial,,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus type 2 isolate FA4YU081/PE/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
ON123639,3/4/2021,dengue virus type 2,FPJ01491/JUN-PER/2021,Orthoflavivirus denguei,10671,GenBank,partial,II - Cosmopolitan,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus 2 isolate FPJ01491/JUN-PER/2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2021,world,1970
KC294223,10/19/2010,Dengue virus type 2,DENV-2/PE/NFI1159/2010,Orthoflavivirus denguei,10723,GenBank,complete,2,,1,Peru: Iquitos,Peru,,Homo sapiens,,"Dengue virus 2 isolate DENV-2/PE/NFI1159/2010, complete genome",2010,world,1970
ON123595,8/19/2021,dengue virus type 1,FPY01527/LOR-PER/2021,Orthoflavivirus denguei,10636,GenBank,partial,V,,,Peru,Peru,,,blood,"Dengue virus 1 isolate FPY01527/LOR-PER/2021 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2021,world,1970
OM791802,12/31/2018,dengue virus type 2,PE/DB276/2018,Orthoflavivirus denguei,10371,GenBank,partial,South East Asian-American,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus 2 isolate PE/DB276/2018 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2018,world,1970
MT379593,11/13/2018,Dengue virus type 2,FA4YU062/PE/2018,Orthoflavivirus denguei,1485,GenBank,partial,,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus type 2 isolate FA4YU062/PE/2018 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
OM791801,9/28/2019,dengue virus type 2,PE/DB275/2019,Orthoflavivirus denguei,10273,GenBank,partial,Cosmopolitan,,,Peru,Peru,,Homo sapiens,blood,"Dengue virus 2 isolate PE/DB275/2019 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",2019,world,1970
KC847995,1/1/2012,Dengue virus,,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Peru: Ucayali,Peru,,Homo sapiens,,"Dengue virus strain FPU0574/PER/12 envelope protein gene, partial cds",2012,world,1970
KC294215,12/22/2010,Dengue virus type 2,DENV-2/PE/FPY00016/2010,Orthoflavivirus denguei,10723,GenBank,complete,2,,1,Peru: Yurimaguas,Peru,,Homo sapiens,,"Dengue virus 2 isolate DENV-2/PE/FPY00016/2010, complete genome",2010,world,1970
KC294211,4/4/2011,Dengue virus type 2,DENV-2/PE/FPI01695/2011,Orthoflavivirus denguei,10723,GenBank,complete,2,,1,Peru: Iquitos,Peru,,Homo sapiens,,"Dengue virus 2 isolate DENV-2/PE/FPI01695/2011, complete genome",2011,world,1970
MZ505717,6/4/2018,Dengue virus type 3,HCBD3386,Orthoflavivirus denguei,1479,GenBank,partial,I,,1,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus type 3 isolate HCBD3386 polyprotein, envelope protein E region, (POLY) gene, partial cds",2018,world,1970
KY818184,1/1/2013,Dengue virus 1,DV1/PHILIPPINES/393/2013,Orthoflavivirus denguei,1983,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 1 isolate DV1/PHILIPPINES/393/2013 polyprotein gene, partial cds",2013,world,1970
OQ579304,7/1/2015,dengue virus type 2,2077/D2/2015,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 2 isolate 2077/D2/2015 polyprotein, envelope protein E region, (POLY) gene, partial cds",2015,world,1970
OQ579288,10/1/2016,dengue virus type 1,4472/D1/2016,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus type 1 isolate 4472/D1/2016 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
OQ579253,12/1/2015,dengue virus type 1,6225/D1/2015,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus type 1 isolate 6225/D1/2015 polyprotein, envelope protein E region, (POLY) gene, partial cds",2015,world,1970
LC553236,9/1/2015,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,Philippines:Tarlac Province,Philippines,,Homo sapiens,blood,"Dengue virus 1 DENV1/PHL/2015/Tdi-15-185 E gene for envelope, partial cds",2015,world,1970
OQ579354,12/1/2016,dengue virus type 2,5600/D2/2016Dengue,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 2 isolate 5600/D2/2016Dengue polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
OQ579250,11/1/2015,dengue virus type 1,5463/D1/2015,Orthoflavivirus denguei,1485,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus type 1 isolate 5463/D1/2015 polyprotein, envelope protein E region, (POLY) gene, partial cds",2015,world,1970
JN568264,1/1/2010,Dengue virus type 2,Philippines 2010a,Orthoflavivirus denguei,1485,GenBank,partial,2,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus 2 isolate Philippines 2010a envelope protein gene, partial cds",2010,world,1970
OQ579461,1/1/2017,dengue virus type 3,200/D3/2017,Orthoflavivirus denguei,1479,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 3 isolate 200/D3/2017 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
KY818174,1/1/2013,Dengue virus 1,DV1/PHILIPPINES/368/2013,Orthoflavivirus denguei,1983,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 1 isolate DV1/PHILIPPINES/368/2013 polyprotein gene, partial cds",2013,world,1970
MF094246,1/1/2012,Dengue virus 1,12SLMC-1093,Orthoflavivirus denguei,1604,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,,"Dengue virus 1 isolate 12SLMC-1093 envelope protein gene, partial cds",2012,world,1970
LC553202,8/1/2015,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,Philippines:Tarlac Province,Philippines,,Homo sapiens,blood,"Dengue virus 1 DENV1/PHL/2015/Tdo-15-193 E gene for envelope, partial cds",2015,world,1970
OQ579515,6/1/2016,dengue virus type 4,2109/D4/2016,Orthoflavivirus denguei,1395,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 4 isolate 2109/D4/2016 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
KY818115,1/1/2012,Dengue virus 1,DV1/PHILIPPINES/165/2012,Orthoflavivirus denguei,1983,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 1 isolate DV1/PHILIPPINES/165/2012 polyprotein gene, partial cds",2012,world,1970
LC553246,8/1/2015,Dengue virus type 2,,Orthoflavivirus denguei,1485,GenBank,partial,,,,Philippines:Tarlac Province,Philippines,,Homo sapiens,blood,"Dengue virus 2 DENV2/PHL/2015/Tdo-15-275 E gene for envelope, partial cds",2015,world,1970
LC553235,9/1/2015,dengue virus type I,,Orthoflavivirus denguei,1485,GenBank,partial,,,,Philippines:Tarlac Province,Philippines,,Homo sapiens,blood,"Dengue virus 1 DENV1/PHL/2015/Tdi-15-169 E gene for envelope, partial cds",2015,world,1970
OQ579487,4/1/2017,dengue virus type 3,969/D3/2017,Orthoflavivirus denguei,1479,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 3 isolate 969/D3/2017 polyprotein, envelope protein E region, (POLY) gene, partial cds",2017,world,1970
KY851737,1/1/2013,Dengue virus 4,DV4/PHILIPPINES/101/2013,Orthoflavivirus denguei,1983,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 4 isolate DV4/PHILIPPINES/101/2013 polyprotein gene, partial cds",2013,world,1970
KY851418,1/1/2013,Dengue virus 2,DV2/PHILIPPINES/050/2013,Orthoflavivirus denguei,1983,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 2 isolate DV2/PHILIPPINES/050/2013 polyprotein gene, partial cds",2013,world,1970
OQ579541,8/1/2016,dengue virus type 4,2941/D4/2016,Orthoflavivirus denguei,1395,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 4 isolate 2941/D4/2016 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
OQ579422,9/1/2016,dengue virus type 3,3819/D3/2016,Orthoflavivirus denguei,1464,GenBank,partial,,,1,Philippines,Philippines,,Homo sapiens,,"Dengue virus type 3 isolate 3819/D3/2016 polyprotein, envelope protein E region, (POLY) gene, partial cds",2016,world,1970
KY851642,1/1/2012,Dengue virus 3,DV3/PHILIPPINES/076/2012,Orthoflavivirus denguei,1977,GenBank,partial,,,,Philippines,Philippines,,Homo sapiens,blood,"Dengue virus 3 isolate DV3/PHILIPPINES/076/2012 polyprotein gene, partial cds",2012,world,1970
